Team,Year,Season,Medal Count
Hungary,2016,Summer,22
Hungary-1,1932,Winter,2
Hungary-1,1936,Winter,2
Hungary-1,1948,Winter,2
Hungary-1,1952,Winter,2
Hurlingham-2,1908,Summer,4
Iceland,1956,Summer,1
Iceland,1984,Summer,1
Iceland,2000,Summer,1
Iceland,2008,Summer,14
Independent Rowing Club-3,1904,Summer,2
India,1900,Summer,2
India,1924,Winter,7
India,1928,Summer,14
India,1932,Summer,15
India,1936,Summer,19
India,1948,Summer,20
India,1952,Summer,15
India,1956,Summer,17
India,1960,Summer,13
India,1964,Summer,15
India,1968,Summer,16
India,1972,Summer,14
India,1980,Summer,16
India,1996,Summer,1
India,2000,Summer,1
India,2004,Summer,1
India,2008,Summer,3
India,2012,Summer,6
India,2016,Summer,2
Individual Olympic Athletes,1992,Summer,3
Individual Olympic Athletes,2016,Summer,2
Indonesia,1988,Summer,3
Indonesia,1992,Summer,4
Indonesia,1996,Summer,4
Indonesia,2000,Summer,6
Indonesia,2004,Summer,3
Indonesia,2008,Summer,3
Indonesia,2012,Summer,2
Indonesia,2016,Summer,2
Indonesia-1,1992,Summer,2
Indonesia-1,1996,Summer,2
Indonesia-1,2000,Summer,2
Indonesia-1,2004,Summer,2
Indonesia-1,2008,Summer,4
Indonesia-1,2016,Summer,2
Iran,1948,Summer,1
Iran,1952,Summer,7
Iran,1956,Summer,5
Iran,1960,Summer,4
Iran,1964,Summer,2
Iran,1968,Summer,5
Iran,1972,Summer,3
Iran,1976,Summer,2
Iran,1988,Summer,1
Iran,1992,Summer,3
Iran,1996,Summer,3
Iran,2000,Summer,4
Iran,2004,Summer,6
Iran,2008,Summer,2
Iran,2012,Summer,12
Iran,2016,Summer,8
Iraq,1960,Summer,1
Ireland,1924,Summer,2
Ireland,1928,Summer,1
Ireland,1932,Summer,2
Ireland,1948,Summer,1
Ireland,1952,Summer,1
Ireland,1956,Summer,5
Ireland,1964,Summer,1
Ireland,1980,Summer,3
Ireland,1984,Summer,1
Ireland,1992,Summer,2
Ireland,1996,Summer,4
Ireland,2000,Summer,1
Ireland,2008,Summer,3
Ireland,2012,Summer,5
Ireland,2016,Summer,3
Ireland-2,1908,Summer,12
Ireland-3,1908,Summer,4
Irene,1920,Summer,5
Israel,1992,Summer,2
Israel,1996,Summer,1
Israel,2000,Summer,1
Israel,2004,Summer,2
Israel,2008,Summer,1
Israel,2016,Summer,2
Italia,1936,Summer,6
Italy,1900,Summer,5
Italy,1906,Summer,9
Italy,1908,Summer,8
Italy,1912,Summer,25
Italy,1920,Summer,84
Italy,1924,Summer,51
Italy,1928,Summer,72
Italy,1932,Summer,77
Italy,1936,Summer,70
Italy,1948,Summer,67
Italy,1948,Winter,1
Italy,1952,Summer,52
Italy,1952,Winter,2
Italy,1956,Summer,45
Italy,1960,Summer,85
Italy,1960,Winter,1
Italy,1964,Summer,51
Italy,1968,Summer,33
Italy,1968,Winter,2
Italy,1972,Summer,25
Italy,1972,Winter,3
Italy,1976,Summer,31
Italy,1976,Winter,4
Italy,1980,Summer,37
Italy,1980,Winter,1
Italy,1984,Summer,63
Italy,1984,Winter,2
Italy,1988,Summer,29
Italy,1988,Winter,8
Italy,1992,Summer,45
Italy,1992,Winter,19
Italy,1994,Winter,26
Italy,1996,Summer,71
Italy,1998,Winter,15
Italy,2000,Summer,65
Italy,2002,Winter,19
Italy,2004,Summer,104
Italy,2006,Winter,21
Italy,2008,Summer,42
Italy,2010,Winter,5
Italy,2012,Summer,68
Italy,2014,Winter,14
Italy,2016,Summer,70
Italy-1,1956,Winter,2
Italy-1,1964,Winter,4
Italy-1,1968,Winter,6
Italy-1,1972,Winter,6
Italy-1,1980,Winter,2
Italy-1,1992,Winter,2
Italy-1,1994,Winter,4
Italy-1,1998,Winter,2
Italy-1,2002,Winter,2
Italy-1,2006,Winter,4
Italy-1,2016,Summer,2
Italy-2,1956,Winter,6
Italy-2,1964,Winter,6
Italy-2,1994,Winter,2
Jamaica,1948,Summer,3
Jamaica,1952,Summer,8
Jamaica,1968,Summer,1
Jamaica,1972,Summer,1
Jamaica,1976,Summer,2
Jamaica,1980,Summer,3
Jamaica,1984,Summer,7
Jamaica,1988,Summer,7
Jamaica,1992,Summer,4
Jamaica,1996,Summer,16
Jamaica,2000,Summer,23
Jamaica,2004,Summer,13
Jamaica,2008,Summer,14
Jamaica,2012,Summer,25
Jamaica,2016,Summer,30
Japan,1920,Summer,3
Japan,1924,Summer,1
Japan,1928,Summer,9
Japan,1932,Summer,31
Japan,1936,Summer,23
Japan,1952,Summer,12
Japan,1956,Summer,24
Japan,1956,Winter,1
Japan,1960,Summer,31
Japan,1964,Summer,62
Japan,1968,Summer,63
Japan,1972,Summer,56
Japan,1972,Winter,3
Japan,1976,Summer,41
Japan,1980,Winter,1
Japan,1984,Summer,49
Japan,1984,Winter,1
Japan,1988,Summer,20
Japan,1988,Winter,1
Japan,1992,Summer,47
Japan,1992,Winter,12
Japan,1994,Winter,10
Japan,1996,Summer,42
Japan,1998,Winter,13
Japan,2000,Summer,44
Japan,2002,Winter,2
Japan,2004,Summer,93
Japan,2006,Winter,1
Japan,2008,Summer,51
Japan,2010,Winter,7
Japan,2012,Summer,82
Japan,2014,Winter,11
Japan,2016,Summer,64
Japan-1,2012,Summer,2
Jest,1956,Summer,2
Jo,1920,Summer,3
Jordan,2016,Summer,1
Joy,1932,Summer,2
Jupiter,1932,Summer,2
K Division Metropolitan Police Team-3,1908,Summer,8
Kathleen,1956,Summer,2
Kazakhstan,1994,Winter,3
Kazakhstan,1996,Summer,11
Kazakhstan,1998,Winter,2
Kazakhstan,2000,Summer,7
Kazakhstan,2004,Summer,8
Kazakhstan,2008,Summer,13
Kazakhstan,2010,Winter,1
Kazakhstan,2012,Summer,13
Kazakhstan,2014,Winter,1
Kazakhstan,2016,Summer,18
Kenya,1964,Summer,1
Kenya,1968,Summer,12
Kenya,1972,Summer,12
Kenya,1984,Summer,3
Kenya,1988,Summer,9
Kenya,1992,Summer,8
Kenya,1996,Summer,8
Kenya,2000,Summer,7
Kenya,2004,Summer,7
Kenya,2008,Summer,15
Kenya,2012,Summer,11
Kenya,2016,Summer,13
Kerstin-1,1912,Summer,3
Kitty-1,1912,Summer,8
Kosovo,2016,Summer,1
Kristiania Roklub-1,1912,Summer,5
Kullan,1920,Summer,3
Kurush II,1948,Summer,2
Kuwait,2000,Summer,1
Kuwait,2012,Summer,1
Kyrgyzstan,2000,Summer,1
Kyrgyzstan,2008,Summer,2
L'Aile VI,1928,Summer,6
Lady C,1964,Summer,2
Lalage,1936,Summer,5
"Large boat, Central Naval Prep School ""Poros""-1",1906,Summer,17
Latvia,1932,Summer,1
Latvia,1936,Summer,2
Latvia,1992,Summer,3
Latvia,1996,Summer,1
Latvia,2000,Summer,3
Latvia,2004,Summer,4
Latvia,2006,Winter,1
Latvia,2008,Summer,3
Latvia,2010,Winter,1
Latvia,2012,Summer,1
Latvia,2014,Winter,5
Latvia-1,2010,Winter,2
Latvia-1,2012,Summer,2
Latvia-1,2014,Winter,6
Laurea-1,1900,Summer,1
Leander Club #1-1,1908,Summer,2
Leander Club #2-2,1908,Summer,2
Leander Club-1,1908,Summer,9
Leander Club-1,1912,Summer,9
Leander Club-2,1908,Summer,4
Lebanon,1952,Summer,2
Lebanon,1972,Summer,1
Lebanon,1980,Summer,1
Lerina,1900,Summer,6
Libellule de Paris,1900,Summer,7
Liechtenstein,1976,Winter,2
Liechtenstein,1980,Winter,4
Liechtenstein,1984,Winter,2
Liechtenstein,1988,Winter,1
"Life boat naval ship ""Spetsai""-1",1906,Summer,7
Lithuania,1992,Summer,13
Lithuania,1996,Summer,11
Lithuania,2000,Summer,17
Lithuania,2004,Summer,3
Lithuania,2008,Summer,5
Lithuania,2012,Summer,5
Lithuania,2016,Summer,7
Liverpool Police Team-2,1908,Summer,8
Llanoria,1948,Summer,5
Llanoria,1952,Summer,6
London City Police-1,1908,Summer,8
Lucky Girl-1,1912,Summer,5
Ludwigshafener Ruder Verein-1,1900,Summer,5
Ludwigshafener Ruderverein,1912,Summer,5
Lully II,1936,Summer,5
Luxembourg,1900,Summer,1
Luxembourg,1920,Summer,1
Luxembourg,1924,Summer,2
Luxembourg,1928,Summer,1
Luxembourg,1952,Summer,1
Luxembourg,1992,Winter,2
Lyn-2,1920,Summer,5
Ma'Lindo,1960,Summer,2
Mac Miche,1912,Summer,3
Macedonia,2000,Summer,1
Macky VI,1960,Summer,3
Magda IX,1912,Summer,10
Magdalen College Boat Club-1,1908,Summer,4
Malaysia,1996,Summer,1
Malaysia,2008,Summer,1
Malaysia,2012,Summer,2
Malaysia,2016,Summer,8
Malaysia-1,1996,Summer,2
Malaysia-2,1992,Summer,2
Margaret,1948,Summer,2
"Marinai della nave da guerra ""Varese""",1906,Summer,24
Marmi II-1,1920,Summer,3
Martha-1,1900,Summer,8
Mascotte,1900,Summer,3
Mauritius,2008,Summer,1
May Be,1936,Summer,5
Merope,1952,Summer,2
Merope III,1956,Summer,2
Mexico,1932,Summer,2
Mexico,1936,Summer,16
Mexico,1948,Summer,9
Mexico,1952,Summer,1
Mexico,1956,Summer,2
Mexico,1960,Summer,1
Mexico,1964,Summer,1
Mexico,1968,Summer,9
Mexico,1972,Summer,1
Mexico,1976,Summer,2
Mexico,1980,Summer,10
Mexico,1984,Summer,6
Mexico,1988,Summer,2
Mexico,1992,Summer,1
Mexico,1996,Summer,1
Mexico,2000,Summer,6
Mexico,2004,Summer,4
Mexico,2008,Summer,4
Mexico,2012,Summer,24
Mexico,2016,Summer,5
Mignon-3,1900,Summer,1
Milwaukee Athletic Club-1,1904,Summer,5
Minerva Amsterdam,1900,Summer,17
Minotaur,1960,Summer,3
Missouri Athletic Club-3,1904,Summer,11
Mohawk Indians-2,1904,Summer,12
Moldova,1996,Summer,3
Moldova,2000,Summer,2
Moldova,2008,Summer,1
Moldova,2012,Summer,2
Monaco,1924,Summer,1
Mongolia,1968,Summer,4
Mongolia,1972,Summer,1
Mongolia,1976,Summer,1
Mongolia,1980,Summer,4
Mongolia,1988,Summer,1
Mongolia,1992,Summer,2
Mongolia,1996,Summer,1
Mongolia,2004,Summer,1
Mongolia,2008,Summer,4
Mongolia,2012,Summer,5
Mongolia,2016,Summer,2
Montenegro,2012,Summer,14
Morocco,1960,Summer,1
Morocco,1984,Summer,2
Morocco,1988,Summer,3
Morocco,1992,Summer,3
Morocco,1996,Summer,2
Morocco,2000,Summer,5
Morocco,2004,Summer,3
Morocco,2008,Summer,2
Morocco,2012,Summer,1
Morocco,2016,Summer,1
Moseley Wanderers,1900,Summer,15
Mosk II,1920,Summer,7
Mouchette-2,1908,Summer,10
Mound City Rowing Club-2,1904,Summer,4
Mozambique,1996,Summer,1
Mozambique,2000,Summer,1
Mutafo,1964,Summer,3
Nadine,2008,Summer,1
Namibia,1992,Summer,2
Namibia,1996,Summer,2
Namoussa,1924,Summer,5
Nepal,1924,Winter,1
Netherlands,1900,Summer,6
Netherlands,1906,Summer,6
Netherlands,1908,Summer,12
Netherlands,1912,Summer,26
Netherlands,1920,Summer,42
Netherlands,1924,Summer,24
Netherlands,1928,Summer,51
Netherlands,1932,Summer,13
Netherlands,1936,Summer,34
Netherlands,1948,Summer,40
Netherlands,1952,Summer,18
Netherlands,1952,Winter,3
Netherlands,1960,Summer,3
Netherlands,1960,Winter,2
Netherlands,1964,Summer,31
Netherlands,1964,Winter,2
Netherlands,1968,Summer,14
Netherlands,1968,Winter,9
Netherlands,1972,Summer,6
Netherlands,1972,Winter,9
Netherlands,1976,Summer,14
Netherlands,1976,Winter,6
Netherlands,1980,Summer,6
Netherlands,1980,Winter,4
Netherlands,1984,Summer,41
Netherlands,1988,Summer,45
Netherlands,1988,Winter,7
Netherlands,1992,Summer,33
Netherlands,1992,Winter,4
Netherlands,1994,Winter,4
Netherlands,1996,Summer,73
Netherlands,1998,Winter,11
Netherlands,2000,Summer,79
Netherlands,2002,Winter,8
Netherlands,2004,Summer,77
Netherlands,2006,Winter,13
Netherlands,2008,Summer,58
Netherlands,2010,Winter,11
Netherlands,2012,Summer,69
Netherlands,2014,Winter,29
Netherlands,2016,Summer,45
Netherlands Antilles,1988,Summer,1
Netherlands-1,2016,Summer,2
"New College, Oxford-2",1912,Summer,9
New York Athletic Club,1904,Summer,5
New York Athletic Club #1-1,1904,Summer,4
New York Athletic Club-1,1904,Summer,7
"New York Turnverein, New York",1904,Summer,6
New Zealand,1920,Summer,1
New Zealand,1924,Summer,1
New Zealand,1928,Summer,1
New Zealand,1932,Summer,2
New Zealand,1936,Summer,1
New Zealand,1952,Summer,3
New Zealand,1956,Summer,1
New Zealand,1960,Summer,3
New Zealand,1964,Summer,4
New Zealand,1968,Summer,7
New Zealand,1972,Summer,14
New Zealand,1976,Summer,25
New Zealand,1984,Summer,23
New Zealand,1988,Summer,24
New Zealand,1992,Summer,15
New Zealand,1992,Winter,1
New Zealand,1996,Summer,9
New Zealand,2000,Summer,4
New Zealand,2004,Summer,6
New Zealand,2008,Summer,15
New Zealand,2012,Summer,27
New Zealand,2016,Summer,36
Niger,1972,Summer,1
Niger,2016,Summer,1
Nigeria,1964,Summer,1
Nigeria,1972,Summer,1
Nigeria,1984,Summer,5
Nigeria,1992,Summer,11
Nigeria,1996,Summer,24
Nigeria,2000,Summer,8
Nigeria,2004,Summer,8
Nigeria,2008,Summer,23
Nigeria,2016,Summer,18
Nina,1912,Summer,7
Nina Claire-2,1900,Summer,4
Nirefs,1960,Summer,3
Norna,1928,Summer,4
North Korea,1964,Winter,1
North Korea,1972,Summer,15
North Korea,1976,Summer,2
North Korea,1980,Summer,5
North Korea,1992,Summer,8
North Korea,1992,Winter,1
North Korea,1996,Summer,5
North Korea,2000,Summer,4
North Korea,2004,Summer,5
North Korea,2008,Summer,6
North Korea,2012,Summer,6
North Korea,2016,Summer,7
North Korea-1,1992,Summer,2
Norway,1900,Summer,9
Norway,1904,Summer,2
Norway,1906,Summer,25
Norway,1908,Summer,42
Norway,1912,Summer,55
Norway,1920,Summer,78
Norway,1924,Summer,14
Norway,1924,Winter,17
Norway,1928,Summer,5
Norway,1928,Winter,15
Norway,1932,Winter,10
Norway,1936,Summer,17
Norway,1936,Winter,18
Norway,1948,Summer,15
Norway,1948,Winter,13
Norway,1952,Summer,2
Norway,1952,Winter,19
Norway,1956,Summer,3
Norway,1956,Winter,4
Norway,1960,Winter,9
Norway,1964,Winter,15
Norway,1968,Summer,6
Norway,1968,Winter,22
Norway,1972,Summer,8
Norway,1972,Winter,17
Norway,1976,Summer,6
Norway,1976,Winter,10
Norway,1980,Winter,15
Norway,1984,Summer,4
Norway,1984,Winter,15
Norway,1988,Summer,22
Norway,1988,Winter,11
Norway,1992,Summer,23
Norway,1992,Winter,24
Norway,1994,Winter,30
Norway,1996,Summer,23
Norway,1998,Winter,40
Norway,2000,Summer,43
Norway,2002,Winter,41
Norway,2004,Summer,7
Norway,2006,Winter,23
Norway,2008,Summer,22
Norway,2010,Winter,39
Norway,2012,Summer,17
Norway,2014,Winter,36
Norway,2016,Summer,19
Nrnberg,1936,Summer,1
Nurdug II,1912,Summer,3
Nykjbings paa Falster,1912,Summer,5
Olle,1900,Summer,6
Omas Helliniki P. S.,1906,Summer,8
Oranje,1920,Summer,3
Ormsund Roklub-2,1912,Summer,5
"Osborne Swimming Club, Manchester",1900,Summer,7
Pakistan,1956,Summer,14
Pakistan,1960,Summer,14
Pakistan,1964,Summer,16
Pakistan,1968,Summer,13
Pakistan,1972,Summer,15
Pakistan,1976,Summer,16
Pakistan,1984,Summer,16
Pakistan,1988,Summer,1
Pakistan,1992,Summer,16
Pan,1948,Summer,3
Pan,1952,Summer,3
Panama,1948,Summer,2
Panama,2008,Summer,1
Pandora,1964,Summer,2
Paraguay,2004,Summer,17
Peru,1948,Summer,1
Peru,1984,Summer,1
Peru,1988,Summer,12
Peru,1992,Summer,1
"Phalainis ton Thorichtou ""Hydra""-2",1906,Summer,24
"Philadelphia Turngemeinde, Philadelphia",1904,Summer,6
Philippines,1928,Summer,1
Philippines,1932,Summer,3
Philippines,1936,Summer,1
Philippines,1964,Summer,1
Philippines,1988,Summer,1
Philippines,1992,Summer,1
Philippines,1996,Summer,1
Philippines,2016,Summer,1
Pistoja/Firenze,1906,Summer,9
Poland,1924,Summer,5
Poland,1928,Summer,20
Poland,1932,Summer,21
Poland,1936,Summer,12
Poland,1948,Summer,2
Poland,1952,Summer,4
Poland,1956,Summer,19
Poland,1956,Winter,1
Poland,1960,Summer,30
Poland,1960,Winter,2
Poland,1964,Summer,46
Poland,1968,Summer,37
Poland,1972,Summer,46
Poland,1972,Winter,1
Poland,1976,Summer,73
Poland,1980,Summer,50
Poland,1988,Summer,21
Poland,1992,Summer,46
Poland,1996,Summer,22
Poland,2000,Summer,22
Poland,2002,Winter,2
Poland,2004,Summer,12
Poland,2006,Winter,2
Poland,2008,Summer,20
Poland,2010,Winter,8
Poland,2012,Summer,12
Poland,2014,Winter,11
Poland,2016,Summer,16
Poland-1,2000,Summer,2
Polyteknisk Roklub-1,1912,Summer,5
Portugal,1924,Summer,4
Portugal,1928,Summer,6
Portugal,1936,Summer,3
Portugal,1948,Summer,3
Portugal,1976,Summer,2
Portugal,1984,Summer,3
Portugal,1988,Summer,1
Portugal,1996,Summer,3
Portugal,2000,Summer,2
Portugal,2004,Summer,3
Portugal,2008,Summer,2
Portugal,2012,Summer,2
Portugal,2016,Summer,1
Potomac Archers,1904,Summer,4
Potsdam,1936,Summer,1
Puerto Rico,1948,Summer,1
Puerto Rico,1976,Summer,1
Puerto Rico,1984,Summer,2
Puerto Rico,1992,Summer,1
Puerto Rico,1996,Summer,1
Puerto Rico,2012,Summer,2
Puerto Rico,2016,Summer,1
Pupilles de Neptune de Lille #2-1,1900,Summer,8
Pupilles de Neptune de Lille-1,1900,Summer,4
Qatar,1992,Summer,1
Qatar,2000,Summer,1
Qatar,2012,Summer,2
Qatar,2016,Summer,1
Quand-Mme-2,1900,Summer,9
Racing Club de France,1900,Summer,11
Ralia,1952,Summer,5
Ravenswood Boat Club-2,1904,Summer,2
Roddklubben af 1912-1,1912,Summer,5
Roehampton-1,1908,Summer,4
Romania,1924,Summer,16
Romania,1936,Summer,1
Romania,1952,Summer,4
Romania,1956,Summer,19
Romania,1960,Summer,15
Romania,1964,Summer,16
Romania,1968,Summer,23
Romania,1972,Summer,40
Romania,1976,Summer,55
Romania,1980,Summer,68
Romania,1984,Summer,106
Romania,1988,Summer,58
Romania,1992,Summer,53
Romania,1996,Summer,38
Romania,2000,Summer,46
Romania,2004,Summer,39
Romania,2008,Summer,22
Romania,2012,Summer,16
Romania,2016,Summer,16
Romania-1,1968,Winter,2
Rose Pompon,1920,Summer,3
Rostock,1936,Summer,1
Rowing Club Castillon-3,1900,Summer,3
Royal Club Nautique de Gand,1900,Summer,9
Royal Club Nautique de Gand,1906,Summer,3
Royal Club Nautique de Gand,1908,Summer,9
Rush V,1956,Summer,3
Rush VII,1964,Summer,3
Russia,1908,Summer,3
Russia,1912,Summer,7
Russia,1994,Winter,28
Russia,1996,Summer,115
Russia,1998,Winter,44
Russia,2000,Summer,187
Russia,2002,Winter,34
Russia,2004,Summer,189
Russia,2006,Winter,33
Russia,2008,Summer,142
Russia,2010,Winter,21
Russia,2012,Summer,138
Russia,2014,Winter,56
Russia,2016,Summer,113
Russia-1,1994,Winter,4
Russia-1,1998,Winter,4
Russia-1,2002,Winter,4
Russia-1,2006,Winter,8
Russia-1,2010,Winter,4
Russia-1,2012,Summer,2
Russia-1,2014,Winter,10
Russia-2,1994,Winter,4
Russia-2,1998,Winter,4
Russia-2,2014,Winter,2
Russia-2,2016,Summer,2
Salinero,2008,Summer,1
Sans Atout-1,1912,Summer,5
Santa Maria,1932,Summer,6
Sarcelle-3,1900,Summer,3
Satchmo,2008,Summer,1
Saudi Arabia,2000,Summer,2
Saudi Arabia,2012,Summer,4
Scamasaxe-2,1900,Summer,2
Scamasaxe-3,1900,Summer,2
Scotia,1900,Summer,6
Scotland-3,1908,Summer,11
Seawanhaka Boat Club-1,1904,Summer,2
Senegal,1988,Summer,1
Serbia,2008,Summer,15
Serbia,2012,Summer,16
Serbia,2016,Summer,54
Serbia and Montenegro,1996,Summer,26
Serbia and Montenegro,2000,Summer,25
Serbia and Montenegro,2004,Summer,13
Shrew II,1960,Summer,2
Sif,1920,Summer,4
Sildra-1,1920,Summer,4
Silja,1936,Summer,6
Singapore,1960,Summer,1
Singapore,2008,Summer,3
Singapore,2012,Summer,4
Singapore,2016,Summer,1
Sirene,1960,Summer,2
Skum,1960,Summer,2
Slaghoken,1948,Summer,3
Slaghoken II,1956,Summer,3
Slovakia,1996,Summer,3
Slovakia,2000,Summer,6
Slovakia,2004,Summer,10
Slovakia,2006,Winter,1
Slovakia,2008,Summer,10
Slovakia,2010,Winter,3
Slovakia,2012,Summer,5
Slovakia,2014,Winter,1
Slovakia,2016,Summer,8
Slovenia,1992,Summer,6
Slovenia,1994,Winter,3
Slovenia,1996,Summer,2
Slovenia,2000,Summer,3
Slovenia,2002,Winter,4
Slovenia,2004,Summer,5
Slovenia,2008,Summer,5
Slovenia,2010,Winter,3
Slovenia,2012,Summer,5
Slovenia,2014,Winter,8
Slovenia,2016,Summer,4
Smyrna,1906,Summer,11
Snap,1948,Summer,3
Societ Nautique de la Marne-1,1900,Summer,2
Socit Nautique de Bayonne-1,1906,Summer,3
Socit Nautique de Bayonne-2,1906,Summer,5
Socit Nautique de la Basse Seine-1,1906,Summer,8
Sorais-2,1908,Summer,5
South Africa,1908,Summer,2
South Africa,1912,Summer,7
South Africa,1920,Summer,21
South Africa,1924,Summer,3
South Africa,1928,Summer,6
South Africa,1932,Summer,5
South Africa,1936,Summer,1
South Africa,1948,Summer,6
South Africa,1952,Summer,14
South Africa,1956,Summer,7
South Africa,1960,Summer,3
South Africa,1992,Summer,3
South Africa,1996,Summer,5
South Africa,2000,Summer,5
South Africa,2004,Summer,10
South Africa,2008,Summer,1
South Africa,2012,Summer,9
South Africa,2016,Summer,23
South Korea,1948,Summer,2
South Korea,1952,Summer,2
South Korea,1956,Summer,2
South Korea,1964,Summer,3
South Korea,1968,Summer,2
South Korea,1972,Summer,1
South Korea,1976,Summer,17
South Korea,1984,Summer,41
South Korea,1988,Summer,75
South Korea,1992,Summer,37
South Korea,1992,Winter,7
South Korea,1994,Winter,9
South Korea,1996,Summer,56
South Korea,1998,Winter,12
South Korea,2000,Summer,67
South Korea,2002,Winter,7
South Korea,2004,Summer,46
South Korea,2006,Winter,19
South Korea,2008,Summer,72
South Korea,2010,Winter,18
South Korea,2012,Summer,59
South Korea,2014,Winter,14
South Korea,2016,Summer,24
South Korea-1,1992,Summer,8
South Korea-1,1996,Summer,4
South Korea-1,2000,Summer,4
South Korea-1,2004,Summer,4
South Korea-1,2008,Summer,6
South Korea-1,2012,Summer,2
South Korea-1,2016,Summer,2
South Korea-2,1988,Summer,2
South Korea-2,1992,Summer,4
South Korea-2,1996,Summer,6
South Korea-2,2000,Summer,2
South Korea-2,2004,Summer,2
Soviet Union,1952,Summer,117
Soviet Union,1956,Summer,169
Soviet Union,1956,Winter,37
Soviet Union,1960,Summer,167
Soviet Union,1960,Winter,42
Soviet Union,1964,Summer,174
Soviet Union,1964,Winter,45
Soviet Union,1968,Summer,192
Soviet Union,1968,Winter,33
Soviet Union,1972,Summer,214
Soviet Union,1972,Winter,41
Soviet Union,1976,Summer,286
Soviet Union,1976,Winter,50
Soviet Union,1980,Summer,442
Soviet Union,1980,Winter,46
Soviet Union,1984,Winter,44
Soviet Union,1988,Summer,300
Soviet Union,1988,Winter,52
Soviet Union-1,1964,Winter,2
Soviet Union-1,1968,Winter,2
Soviet Union-1,1972,Winter,2
Soviet Union-1,1976,Winter,4
Soviet Union-1,1980,Winter,4
Soviet Union-1,1984,Winter,6
Soviet Union-1,1988,Winter,6
Soviet Union-2,1968,Winter,2
Soviet Union-2,1972,Winter,2
Soviet Union-2,1976,Winter,2
Soviet Union-2,1980,Winter,4
Soviet Union-2,1984,Winter,6
Soviet Union-2,1988,Winter,8
Spain,1900,Summer,2
Spain,1920,Summer,23
Spain,1928,Summer,3
Spain,1932,Summer,1
Spain,1948,Summer,3
Spain,1952,Summer,1
Spain,1960,Summer,14
Spain,1972,Summer,1
Spain,1972,Winter,1
Spain,1976,Summer,6
Spain,1980,Summer,24
Spain,1984,Summer,19
Spain,1988,Summer,5
Spain,1992,Summer,69
Spain,1992,Winter,1
Spain,1996,Summer,66
Spain,2000,Summer,42
Spain,2004,Summer,28
Spain,2008,Summer,68
Spain,2012,Summer,63
Spain,2016,Summer,43
Spain-1,2008,Summer,2
Spain-2,2004,Summer,2
Spain-2,2016,Summer,2
Sri Lanka,1948,Summer,1
Sri Lanka,2000,Summer,1
St. Louis Amateur Athletic Association,1904,Summer,12
St. Louis Southwest Turnverein #1-2,1904,Summer,5
St. Louis Southwest Turnverein #2-3,1904,Summer,5
St. Rose-2,1904,Summer,12
Starita,1948,Summer,2
Stella-2,1920,Summer,3
Sudan,2008,Summer,1
Sunrise,2008,Summer,1
Sunshine,1936,Summer,2
Suriname,1988,Summer,1
Suriname,1992,Summer,1
Sweden,1900,Summer,1
Sweden,1906,Summer,21
Sweden,1908,Summer,79
Sweden,1912,Summer,153
Sweden,1920,Summer,143
Sweden,1924,Summer,72
Sweden,1924,Winter,9
Sweden,1928,Summer,31
Sweden,1928,Winter,16
Sweden,1932,Summer,26
Sweden,1932,Winter,3
Sweden,1936,Summer,28
Sweden,1936,Winter,10
Sweden,1948,Summer,67
Sweden,1948,Winter,13
Sweden,1952,Summer,64
Sweden,1952,Winter,23
Sweden,1956,Summer,28
Sweden,1956,Winter,15
Sweden,1960,Summer,7
Sweden,1960,Winter,9
Sweden,1964,Summer,10
Sweden,1964,Winter,28
Sweden,1968,Summer,9
Sweden,1968,Winter,16
Sweden,1972,Summer,22
Sweden,1972,Winter,4
Sweden,1976,Summer,10
Sweden,1976,Winter,2
Sweden,1980,Summer,20
Sweden,1980,Winter,23
Sweden,1984,Summer,34
Sweden,1984,Winter,30
Sweden,1988,Summer,16
Sweden,1988,Winter,30
Sweden,1992,Summer,35
Sweden,1992,Winter,7
Sweden,1994,Winter,24
Sweden,1996,Summer,31
Sweden,1998,Winter,7
Sweden,2000,Summer,32
Sweden,2002,Winter,26
Sweden,2004,Summer,12
Sweden,2006,Winter,64
Sweden,2008,Summer,5
Sweden,2010,Winter,18
Sweden,2012,Summer,22
Sweden,2014,Winter,51
Sweden,2016,Summer,28
Sweden-1,1912,Summer,2
Sweden-2,1912,Summer,2
Sweden-2,2008,Summer,2
Sweden-3,1912,Summer,2
Swedish Star,1932,Summer,2
Swift,1948,Summer,2
Switzerland,1896,Summer,3
Switzerland,1900,Summer,15
Switzerland,1904,Summer,3
Switzerland,1906,Summer,12
Switzerland,1912,Summer,2
Switzerland,1920,Summer,29
Switzerland,1924,Summer,60
Switzerland,1924,Winter,5
Switzerland,1928,Summer,30
Switzerland,1928,Winter,12
Switzerland,1932,Summer,1
Switzerland,1936,Summer,52
Switzerland,1948,Summer,36
Switzerland,1948,Winter,24
Switzerland,1952,Summer,33
Switzerland,1956,Summer,3
Switzerland,1956,Winter,4
Switzerland,1960,Summer,9
Switzerland,1960,Winter,2
Switzerland,1964,Summer,6
Switzerland,1968,Summer,13
Switzerland,1968,Winter,5
Switzerland,1972,Summer,8
Switzerland,1972,Winter,11
Switzerland,1976,Summer,10
Switzerland,1976,Winter,3
Switzerland,1980,Summer,2
Switzerland,1980,Winter,3
Switzerland,1984,Summer,13
Switzerland,1984,Winter,4
Switzerland,1988,Summer,8
Switzerland,1988,Winter,16
Switzerland,1992,Summer,1
